DATE,"(NETCONS.)","MAXI.DEMANDMETDURINGTHE DAY","TIME OFOCCUR-RENCE OFMAXDEMAND","SHEDDINGAT THISTIME","UN-REST-RICTEDDEMAND","MAXIMUMUN-REST-RICTEDDEMANDDURINGTHE DAY","TIME OFMAX.UN-REST.DEMAND","DEMANDAT THATTIME","SHEDDINGAT THATTIME"
18.Dec.18,65.98,3820,9:56:52,0,3820,3820,9:56:52,3820,0
19.Dec.18,63.485,3736,10:01:36,0,3736,3736,10:01:36,3736,0
20.Dec.18,66.767,3846,10:01:11,0,3846,3846,10:01:11,3846,0
21.Dec.18,67.267,4114,10:07:33,0,4114,4114,10:07:33,4114,0
22.Dec.18,65.078,3884,10:10:34,0,3884,3884,10:10:34,3884,0
23.Dec.18,64.112,3958,10:32:35,0,3958,3958,10:32:35,3958,0
24.Dec.18,67.449,4023,10:44:03,0,4023,4023,10:44:03,4023,0
25.Dec.18,64.924,3994,10:13:28,0,3994,3994,10:13:28,3994,0
26.Dec.18,65.316,3928,9:53:44,0,3928,3928,9:53:44,3928,0
27.Dec.18,68.964,4122,10:13:33,0,4122,4122,10:13:33,4122,0
28.Dec.18,73.674,4417,10:01:49,0,4417,4417,10:01:49,4417,0
29.Dec.18,69.193,4182,10:30:51,0,4182,4182,10:30:51,4182,0
30.Dec.18,66.077,4177,11:10:21,0,4177,4177,11:10:21,4177,0
31.Dec.18,69.884,4363,10:07:17,0,4363,4363,10:07:17,4363,0
01.Jan.19,68.414,4472,10:33:04,0,4472,4472,10:33:04,4472,0
02.Jan.19,68.039,4228,10:06:22,0,4228,4228,10:06:22,4228,0
03.Jan.19,70.875,4331,10:29:57,0,4331,4331,10:29:57,4331,0
04.Jan.19,73.123,4461,10:13:52,0,4461,4461,10:13:52,4461,0
05.Jan.19,68.192,4170,9:57:21,0,4170,4170,9:57:21,4170,0
06.Jan.19,64.998,3956,11:00:26,0,3956,3956,11:00:26,3956,0
07.Jan.19,68.477,4301,10:38:36,0,4301,4301,10:38:36,4301,0
08.Jan.19,68.366,4232,10:00:48,0,4232,4232,10:00:48,4232,0
09.Jan.19,70.382,4332,10:02:49,0,4332,4332,10:02:49,4332,0
10.Jan.19,71.477,4250,10:29:31,0,4250,4250,10:29:31,4250,0
11.Jan.19,72.45,4416,10:44:07,0,4416,4416,10:44:07,4416,0
12.Jan.19,69.483,4282,10:06:20,0,4282,4282,10:06:20,4282,0
13.Jan.19,65.04,4055,10:40:37,0,4055,4055,10:40:37,4055,0
14.Jan.19,69.559,4261,9:52:36,0,4261,4261,9:52:36,4261,0
15.Jan.19,71.322,4280,9:58:11,0,4280,4280,9:58:11,4280,0
16.Jan.19,71.995,4304,10:06:29,0,4304,4304,10:06:29,4304,0
17.Jan.19,72.792,4154,9:35:34,0,4154,4154,9:35:34,4154,0
18.Jan.19,73.526,4368,10:29:01,69,4437,4437,10:29:01,4368,69
19.Jan.19,67.758,4088,10:03:37,0,4088,4088,10:03:37,4088,0
20.Jan.19,64.949,4100,11:00:27,0,4100,4100,11:00:27,4100,0
21.Jan.19,68.693,4019,10:24:04,0,4019,4019,10:24:04,4019,0
22.Jan.19,67.247,3883,10:58:08,0,3883,3883,10:58:08,3883,0
23.Jan.19,68.112,4202,10:10:26,0,4202,4202,10:10:26,4202,0
24.Jan.19,69.027,4094,9:47:24,0,4094,4094,9:47:24,4094,0
25.Jan.19,71.161,4286,9:49:50,0,4286,4286,9:49:50,4286,0
26.Jan.19,57.525,3582,10:14:46,0,3582,3582,10:14:46,3582,0
27.Jan.19,64.339,4053,10:49:29,0,4053,4053,10:49:29,4053,0
28.Jan.19,71.027,4210,10:17:20,0,4210,4210,10:17:20,4210,0
29.Jan.19,68.242,4266,9:50:46,0,4266,4266,9:50:46,4266,0
30.Jan.19,72.679,4223,10:19:30,0,4223,4223,10:19:30,4223,0
31.Jan.19,71.787,4223,10:19:30,0,4223,4223,10:19:30,4223,0
01.Feb.19,72.482,4349,10:53:04,0,4349,4349,10:53:04,4349,0
02.Feb.19,69.24,4155,10:25:10,0,4155,4155,10:25:10,4155,0
03.Feb.19,68.356,4386,10:20:56,12,4398,4398,10:20:56,4386,12
04.Feb.19,69.864,4212,10:00:26,0,4212,4212,10:00:26,4212,0
05.Feb.19,68.03,4138,9:47:48,0,4138,4138,9:47:48,4138,0
06.Feb.19,68.599,4132,10:00:46,0,4132,4132,10:00:46,4132,0
07.Feb.19,68.851,4096,10:18:45,7,4103,4103,10:18:45,4096,7
08.Feb.19,69.806,4318,10:34:35,0,4318,4318,10:34:35,4318,0
09.Feb.19,66.271,4022,9:58:05,0,4022,4022,9:58:05,4022,0
10.Feb.19,63.669,4023,10:46:39,0,4023,4023,10:46:39,4023,0
11.Feb.19,67.375,4033,10:47:26,0,4033,4033,10:47:26,4033,0
12.Feb.19,67.754,4086,11:03:24,0,4086,4086,11:03:24,4086,0
13.Feb.19,67.298,4007,9:57:17,0,4007,4007,9:57:17,4007,0
14.Feb.19,66.61,3959,10:20:21,0,3959,3959,10:20:21,3959,0
15.Feb.19,68.35,4105,10:02:46,0,4105,4105,10:02:46,4105,0
16.Feb.19,64.751,3905,9:49:56,0,3905,3905,9:49:56,3905,0
17.Feb.19,62.554,4071,10:48:40,0,4071,4071,10:48:40,4071,0
18.Feb.19,63.52,3839,9:47:33,0,3839,3839,9:47:33,3839,0
19.Feb.19,66.081,3909,10:00:25,0,3909,3909,10:00:25,3909,0
20.Feb.19,65.226,3955,9:45:23,0,3955,3955,9:45:23,3955,0
21.Feb.19,65.831,3881,10:02:57,0,3881,3881,10:02:57,3881,0
22.Feb.19,66.607,3907,9:54:14,0,3907,3907,9:54:14,3907,0
23.Feb.19,63.301,3657,10:15:08,0,3657,3657,10:15:08,3657,0
24.Feb.19,59.342,3747,10:26:29,0,3747,3747,10:26:29,3747,0
25.Feb.19,61.977,3688,10:31:51,0,3688,3688,10:31:51,3688,0
26.Feb.19,64.086,3760,10:27:51,0,3760,3760,10:27:51,3760,0
27.Feb.19,64.828,3957,10:36:19,0,3957,3957,10:36:19,3957,0
28.Feb.19,64.831,3911,10:01:25,0,3911,3911,10:01:25,3911,0
01.Mar.19,65.46,4016,10:10:19,0,4016,4016,10:10:19,4016,0
02.Mar.19,62.017,3744,10:48:23,0,3744,3744,10:48:23,3744,0
03.Mar.19,59.845,3844,10:33:14,0,3844,3844,10:33:14,3844,0
04.Mar.19,62.95,3986,9:42:11,0,3986,3986,9:42:11,3986,0
05.Mar.19,62.112,3735,10:03:19,0,3735,3735,10:03:19,3735,0
06.Mar.19,63.417,3835,10:08:44,0,3835,3835,10:08:44,3835,0
07.Mar.19,63.07,3661,9:55:48,0,3661,3661,9:55:48,3661,0
08.Mar.19,64.61,3839,10:00:34,0,3839,3839,10:00:34,3839,0
09.Mar.19,60.298,3498,10:11:45,0,3498,3498,10:11:45,3498,0
10.Mar.19,57.99,3498,10:33:40,0,3498,3498,10:33:40,3498,0
11.Mar.19,61.319,3564,10:15:40,0,3564,3564,10:15:40,3564,0
12.Mar.19,62.906,3479,11:06:04,0,3479,3479,11:06:04,3479,0
13.Mar.19,63.162,3584,10:02,0,3584,3584,10:02,3584,0
14.Mar.19,63.22,3630,10:47:01,0,3630,3630,10:47:01,3630,0
15.Mar.19,64.63,3776,10:02:51,0,3776,3776,10:02:51,3776,0
16.Mar.19,59.89,3461,10:30,0,3461,3461,10:30,3461,0
17.Mar.19,57.56,3418,10:11:05,6,3424,3424,10:11:05,3418,6
18.Mar.19,61.596,3550,9:41:58,0,3550,3550,9:41:58,3550,0
19.Mar.19,62.148,3507,10:12:09,0,3507,3507,10:12:09,3507,0
20.Mar.19,60.217,3527,10:12,0,3527,3527,10:12,3527,0
21.Mar.19,47.776,2356,19:17:15,0,2356,2356,19:17:15,2356,0
22.Mar.19,54.959,3095,10:25:00,0,3095,3095,10:25:00,3095,0
23.Mar.19,56.323,3142,10:35:34,0,3142,3142,10:35:34,3142,0
24.Mar.19,58.413,3152,10:23:18,0,3152,3152,10:23:18,3152,0
25.Mar.19,61.522,3361,10:37:31,0,3361,3361,10:37:31,3361,0
26.Mar.19,63.74,3402,10:16:17,0,3402,3402,10:16:17,3402,0
27.Mar.19,65.299,3516,9:43:49,0,3516,3516,9:43:49,3516,0
28.Mar.19,68.126,3512,10:29:45,0,3512,3512,10:29:45,3512,0
29.Mar.19,72.941,3749,11:30:47,0,3749,3749,11:30:47,3749,0
30.Mar.19,73.454,3646,10:48:00,0,3646,3646,10:48:00,3646,0
31.Mar.19,69.151,3330,19:46:14,0,3330,3330,19:46:14,3330,0
01.Apr.19,73.784,3565,12:04:35,0,3565,3565,12:04:35,3565,0
02.Apr.19,76.849,3662,19:26:49,0,3662,3662,19:26:49,3662,0
03.Apr.19,74.88,3762,10:59:49,0,3762,3762,10:59:49,3762,0
04.Apr.19,81.67,4086,15:23:58,0,4086,4086,15:23:58,4086,0
05.Apr.19,85.96,4255,15:57:59,2,4257,4257,15:57:59,4255,2
06.Apr.19,83.506,3949,19:10:19,0,3949,3949,19:10:19,3949,0
07.Apr.19,82.804,3951,14:49:11,0,3951,3951,14:49:11,3951,0
08.Apr.19,83.633,4229,15:40:37,0,4229,4229,15:40:37,4229,0
09.Apr.19,84.73,4267,15:51:26,0,4267,4267,15:51:26,4267,0
10.Apr.19,85.464,4404,16:19:49,0,4404,4404,16:19:49,4404,0
11.Apr.19,92.199,4661,15:25:20,0,4661,4661,15:25:20,4661,0
12.Apr.19,95.607,4582,15:24:07,0,4582,4582,15:24:07,4582,0
13.Apr.19,88.899,4179,15:45:41,0,4179,4179,15:45:41,4179,0
14.Apr.19,86.124,4179,23:05:10,0,4179,4179,23:05:10,4179,0
15.Apr.19,97.339,4798,15:37:57,0,4798,4798,15:37:57,4798,0
16.Apr.19,88.152,4515,0:02:51,0,4515,4515,0:02:51,4515,0
17.Apr.19,75.395,3708,11:05:07,0,3708,3708,11:05:07,3708,0
18.Apr.19,74.624,3710,19:20:47,0,3710,3710,19:20:47,3710,0
19.Apr.19,76.673,3707,19:10:39,0,3707,3707,19:10:39,3707,0
20.Apr.19,79.459,3728,11:39:29,0,3728,3728,11:39:29,3728,0
21.Apr.19,78.694,3880,23:11:56,0,3880,3880,23:11:56,3880,0
22.Apr.19,93.219,4588,15:30:44,0,4588,4588,15:30:44,4588,0
23.Apr.19,99.717,4930,15:30:19,0,4930,4930,15:30:19,4930,0
24.Apr.19,107.257,5263,22:49:29,0,5263,5263,22:49:29,5263,0
25.Apr.19,112.87,5552,15:15:27,76,5628,5628,15:15:27,5552,76
26.Apr.19,110.337,5315,15:51:40,0,5315,5315,15:51:40,5315,0
27.Apr.19,103.343,4946,0:00:12,0,4946,4946,0:00:12,4946,0
28.Apr.19,100.661,5087,23:29:25,0,5087,5087,23:29:25,5087,0
29.Apr.19,110.594,5386,15:29:18,0,5386,5386,15:29:18,5386,0
30.Apr.19,113.268,5664,23:03:05,0,5664,5664,23:03:05,5664,0
01.May.19,115.315,5472,15:30,0,5472,5633,23:20:13,5633,0
02.May.19,113.187,5808,15:11:57,0,5808,5808,15:11:57,5808,0
03.May.19,106.096,5377,15:29:38,0,5377,5377,15:29:38,5377,0
04.May.19,100.791,4836,0:00:08,0,4836,4836,0:00:08,4836,0
05.May.19,96.38,4994,23:36:38,0,4994,4994,23:36:38,4994,0
06.May.19,106.394,5272,15:30:19,0,5272,5272,15:30:19,5272,0
07.May.19,110.692,5511,15:30:56,0,5511,5511,15:30:56,5511,0
08.May.19,113.656,5680,15:40:04,0,5680,5680,15:40:04,5680,0
09.May.19,118.19,5829,23:30:10,0,5829,5829,23:30:10,5829,0
10.May.19,117.27,5985,15:09:45,0,5985,5985,15:09:45,5985,0
11.May.19,111.523,5522,23:27:29,0,5522,5522,23:27:29,5522,0
12.May.19,100.622,5450,0:02:00,0,5450,5450,0:02:00,5450,0
13.May.19,110.361,5565,15:11:31,0,5565,5565,15:11:31,5565,0
14.May.19,108.46,5242,23:06:26,0,5242,5242,23:06:26,5242,0
15.May.19,100.721,5172,0:00:00,0,5172,5172,0:00:00,5172,0
16.May.19,102.572,4971,23:25:51,0,4971,4971,23:25:51,4971,0
17.May.19,99.167,4933,14:49:22,0,4933,4933,14:49:22,4933,0
18.May.19,86.574,4277,23:28:33,0,4277,4277,23:28:33,4277,0
19.May.19,89.519,4603,23:30:00,0,4603,4603,23:30:00,4603,0
20.May.19,104.077,5237,23:19:26,0,5237,5237,23:19:26,5237,0
21.May.19,109.898,5510,23:21:45,18,5528,5528,23:21:45,5510,18
22.May.19,115.028,5575,23:18,10,5585,5585,23:18,5575,10
23.May.19,114.039,5737,15:37:21,0,5737,5737,15:37:21,5737,0
24.May.19,105.812,5094,23:21:54,0,5094,5094,23:21:54,5094,0
25.May.19,103.53,5107,23:46:50,0,5107,5107,23:46:50,5107,0
26.May.19,100.289,5236,23:45:06,0,5236,5236,23:45:06,5236,0
27.May.19,111.878,5599,15:46:49,0,5599,5599,15:46:49,5599,0
28.May.19,116.758,5795,23:24:03,0,5795,5795,23:24:03,5795,0
29.May.19,121.599,6020,23:24:52,20,6040,6040,23:24:52,6020,20
30.May.19,125.112,6240,15:42:48,15,6255,6255,15:42:48,6240,15
31.May.19,130.589,6461,15:50:19,0,6461,6461,15:50:19,6461,0
01.Jun.19,133.48,6462,15:40:10,0,6462,6462,15:40:10,6462,0
02.Jun.19,133.865,6560,23:31:30,0,6560,6560,23:31:30,6560,0
03.Jun.19,134.34,6612,15:21:40,0,6612,6612,15:21:40,6612,0
04.Jun.19,133.586,6580,15:30:28,0,6580,6580,15:30:28,6580,0
05.Jun.19,132.811,6502,23:23:16,5,6507,6507,23:23:16,6502,5
06.Jun.19,130.483,6658,15:06:13,3,6661,6661,15:06:13,6658,3
07.Jun.19,129.716,6475,23:15:44,0,6475,6475,23:15:44,6475,0
08.Jun.19,124.656,6387,0:00:52,0,6387,6387,0:00:52,6387,0
09.Jun.19,124.755,6442,23:41:26,0,6442,6442,23:41:26,6442,0
10.Jun.19,135.925,6686,23:23:15,0,6686,6690,23:30,6670,20
11.Jun.19,139.207,6792,23:53:56,0,6792,6792,23:53:56,6792,0
12.Jun.19,134.831,6904,15:34:28,0,6904,6904,15:34:28,6904,0
13.Jun.19,134.215,6804,15:15:14,70,6874,6874,15:15:14,6804,70
14.Jun.19,135.189,6571,15:39:42,0,6571,6571,15:39:42,6571,0
15.Jun.19,134.127,6560,15:02:39,0,6560,6560,15:02:39,6560,0
16.Jun.19,116.833,6415,0:00:50,0,6415,6415,0:00:50,6415,0
17.Jun.19,115.725,5920,0:00:01,0,5920,5920,0:00:01,5920,0
18.Jun.19,98.264,4991,0:01:58,0,4991,4991,0:01:58,4991,0
19.Jun.19,106.354,5266,15:27:08,0,5266,5266,15:27:08,5266,0
20.Jun.19,111.481,5692,23:23:34,0,5692,5692,23:23:34,5692,0
21.Jun.19,120.886,5950,23:09:53,0,5950,5950,23:09:53,5950,0
22.Jun.19,119.781,6175,23:42:41,0,6175,6175,23:42:41,6175,0
23.Jun.19,121.669,6131,0:01:08,0,6131,6131,0:01:08,6131,0
24.Jun.19,125.1,5957,15:35:14,0,5957,5957,15:35:14,5957,0
25.Jun.19,125.738,6443,23:03:39,0,6443,6443,23:03:39,6443,0
26.Jun.19,134.86,6632,15:22:22,0,6632,6632,15:22:22,6632,0
27.Jun.19,136.092,6540,15:45:42,0,6540,6540,15:45:42,6540,0
28.Jun.19,133.454,6622,23:21:17,0,6622,6622,23:21:17,6622,0
29.Jun.19,136.609,6769,23:30:35,0,6769,6769,23:30:35,6769,0
30.Jun.19,136.025,6683,23:21:36,0,6683,6683,23:21:36,6683,0
01.JuL.19,144.871,7241,15:29:02,0,7241,7241,15:29:02,7241,0
02.JuL.19,145.864,7409,15:35:07,0,7409,7409,15:35:07,7409,0
03.JuL.19,146.947,7085,15:18:46,10,7095,7095,15:18:46,7085,10
04.JuL.19,138.337,6885,0:00:26,0,6885,6885,0:00:26,6885,0
05.JuL.19,126.459,6132,0:01:01,0,6132,6132,0:01:01,6132,0
06.JuL.19,122.525,6009,23:23:09,28,6037,6037,23:23:09,6009,28
07.JuL.19,119.988,6266,23:18:32,0,6266,6266,23:18:32,6266,0
08.JuL.19,129.85,6375,22:58:31,113,6488,6488,22:58:31,6375,113
09.JuL.19,126.61,6180,0:00:53,0,6180,6180,0:00:53,6180,0
10.JuL.19,129.709,6616,23:06:35,0,6616,6616,23:06:35,6616,0
11.JuL.19,136.616,6851,23:09:32,0,6851,6851,23:09:32,6851,0
12.JuL.19,138.271,6789,22:51:03,0,6789,6789,22:51:03,6789,0
13.JuL.19,133.122,6657,0:00:02,0,6657,6657,0:00:02,6657,0
14.JuL.19,125.931,6494,0:00:11,0,6494,6494,0:00:11,6494,0
15.JuL.19,118.551,5974,0:16:22,0,5974,5974,0:16:22,5974,0
16.JuL.19,106.436,5036,15:11:45,0,5036,5036,15:11:45,5036,0
17.JuL.19,102.796,4868,0:00:41,0,4868,4868,0:00:41,4868,0
18.JuL.19,100.206,4701,15:51:39,0,4701,4701,15:51:39,4701,0
19.JuL.19,108.899,5727,22:58:08,0,5727,5727,22:58:08,5727,0
20.JuL.19,112.11,5509,0:00:00,0,5509,5509,0:00:00,5509,0
21.JuL.19,105.92,5233,23:09:54,0,5233,5233,23:09:54,5233,0
22.JuL.19,117.173,5827,23:04:57,10,5837,5837,23:04:57,5827,10
23.JuL.19,128.389,6486,22:36:24,0,6486,6486,22:36:24,6486,0
24.JuL.19,132.453,6617,15:18:54,0,6617,6617,15:18:54,6617,0
25.JuL.19,116.375,5633,0:00:01,0,5633,5633,0:00:01,5633,0
26.JuL.19,110.123,5120,0:04:14,0,5120,5120,0:04:14,5120,0
27.JuL.19,101.353,4665,23:00,0,4665,4665,23:00,4665,0
28.JuL.19,98.721,5101,23:10:57,0,5101,5101,23:10:57,5101,0
29.JuL.19,110.3,5609,22:49:16,0,5609,5609,22:49:16,5609,0
30.JuL.19,115.723,5651,22:54:07,0,5651,5651,22:54:07,5651,0
31.JuL.19,118.74,5773,22:58:21,0,5773,5773,22:58:21,5773,0
01.Aug.19,122.386,5972,23:17:18,0,5972,5972,23:17:18,5972,0
02.Aug.19,120.853,5791,0:00,0,5791,5791,0:00,5791,0
03.Aug.19,111.883,5449,0:01:26,12,5461,5461,0:01:26,5449,12
04.Aug.19,107.811,5576,22:53:44,0,5576,5576,22:53:44,5576,0
05.Aug.19,120.489,6055,22:53:36,0,6055,6055,22:53:36,6055,0
06.Aug.19,110.177,5699,0:00:02,0,5699,5699,0:00:02,5699,0
07.Aug.19,111.886,5529,22:49:58,0,5529,5529,22:49:58,5529,0
08.Aug.19,119.485,6133,22:45:43,0,6133,6133,22:45:43,6133,0
09.Aug.19,120.711,5874,0:00:01,0,5874,5874,0:00:01,5874,0
10.Aug.19,111.166,5449,23:27:55,0,5449,5449,23:27:55,5449,0
11.Aug.19,112.2,5795,23:11:09,0,5795,5795,23:11:09,5795,0
12.Aug.19,115.807,5713,22:50:35,0,5713,5713,22:50:35,5713,0
13.Aug.19,117.179,5696,15:19:58,0,5696,5696,15:19:58,5696,0
14.Aug.19,114.657,5522,23:10:41,0,5522,5522,23:10:41,5522,0
15.Aug.19,99.035,5344,0:00:31,0,5344,5344,0:00:31,5344,0
16.Aug.19,108.142,5117,15:01:08,2,5119,5119,15:01:08,5117,2
17.Aug.19,98.892,4921,0:00:05,0,4921,4921,0:00:05,4921,0
18.Aug.19,89.093,4415,23:00:05,0,4415,4415,23:00:05,4415,0
19.Aug.19,102.75,5205,22:59:14,0,5205,5205,22:59:14,5205,0
20.Aug.19,111.311,5449,23:06:05,0,5449,5449,23:06:05,5449,0
21.Aug.19,118.235,5864,22:49:23,0,5864,5864,22:49:23,5864,0
22.Aug.19,115.429,5555,0:00:52,0,5555,5555,0:00:52,5555,0
23.Aug.19,118.869,5846,22:55:21,0,5846,5846,22:55:21,5846,0
24.Aug.19,108.91,5700,0:00:44,0,5700,5700,0:00:44,5700,0
25.Aug.19,103.245,4939,23:01:44,0,4939,4939,23:01:44,4939,0
26.Aug.19,110.876,5686,23:10:11,0,5686,5686,23:10:11,5686,0
27.Aug.19,120.411,6100,22:41:28,0,6100,6100,22:41:28,6100,0
28.Aug.19,129.688,6376,23:01:56,0,6376,6376,23:01:56,6376,0
29.Aug.19,132.612,6473,15:12:28,0,6473,6473,15:12:28,6473,0
30.Aug.19,131.983,6470,23:09:59,0,6470,6470,23:09:59,6470,0
31.Aug.19,129.349,6285,23:19:26,0,6285,6285,23:19:26,6285,0
01.Sept.19,114.025,6095,0:00:07,0,6095,6095,0:00:07,6095,0
02.Sept.19,119.617,6193,23:05:52,0,6193,6193,23:05:52,6193,0
03.Sept.19,129.007,6333,22:59:44,0,6333,6333,22:59:44,6333,0
04.Sept.19,130.13,6284,22:57:15,0,6284,6284,22:57:15,6284,0
05.Sept.19,129.642,6172,14:58:28,0,6172,6172,14:58:28,6172,0
06.Sept.19,127.375,6216,15:13:25,0,6216,6216,15:13:25,6216,0
07.Sept.19,122.221,5835,0:01:08,0,5835,5835,0:01:08,5835,0
08.Sept.19,116.918,6051,23:07:15,0,6051,6051,23:07:15,6051,0
09.Sept.19,127.757,6241,23:00:59,0,6241,6241,23:00:59,6241,0
10.Sept.19,127.235,6391,23:01:24,0,6391,6391,23:01:24,6391,0
11.Sept.19,134.054,6626,22:56:24,0,6626,6626,22:56:24,6626,0
12.Sept.19,137.676,6565,14:51:23,0,6565,6565,14:51:23,6565,0
13.Sept.19,132.536,6397,15:24:30,0,6397,6397,15:24:30,6397,0
14.Sept.19,124.555,6173,0:00:57,0,6173,6173,0:00:57,6173,0
15.Sept.19,115.048,5824,0:00:26,0,5824,5824,0:00:26,5824,0
16.Sept.19,124.781,6179,22:58:02,0,6179,6179,22:58:02,6179,0
17.Sept.19,124.74,6091,23:09:18,0,6091,6091,23:09:18,6091,0
18.Sept.19,120.666,5838,0:00:27,0,5838,5838,0:00:27,5838,0
19.Sept.19,115.13,5593,0:05:08,0,5593,5593,0:05:08,5593,0
20.Sept.19,113.874,5401,22:48:29,0,5401,5401,22:48:29,5401,0
21.Sept.19,108.012,5244,0:00:01,0,5244,5244,0:00:01,5244,0
22.Sept.19,94.111,4633,0:00:09,0,4633,4633,0:00:09,4633,0
23.Sept.19,97.808,4630,15:30,0,4630,4630,15:30,4630,0
24.Sept.19,100.024,4798,16:08:03,0,4798,4798,16:08:03,4798,0
25.Sept.19,101.744,4990,16:19:47,0,4990,4990,16:19:47,4990,0
26.Sept.19,103.71,4872,16:19:04,0,4872,4872,16:19:04,4872,0
27.Sept.19,100.235,4735,15:26:47,0,4735,4735,15:26:47,4735,0
28.Sept.19,94.56,4366,18:54:46,0,4366,4366,18:54:46,4366,0
29.Sept.19,84.654,3909,0:00,0,3909,3909,0:00,3909,0
30.Sept.19,90.932,4319,18:44:39,0,4319,4319,18:44:39,4319,0
01.Oct.19,93.633,4459,15:02:49,3,4462,4462,15:02:49,4459,3
02.Oct.19,80.305,3852,22:59:04,0,3852,3852,22:59:04,3852,0
03.Oct.19,93.004,4605,15:32:09,0,4605,4605,15:32:09,4605,0
04.Oct.19,89.129,4345,12:04:29,0,4345,4345,12:04:29,4345,0
05.Oct.19,83.206,4014,18:25:44,0,4014,4014,18:25:44,4014,0
06.Oct.19,78.322,3726,18:46:07,0,3726,3726,18:46:07,3726,0
07.Oct.19,83.596,4053,18:27:42,0,4053,4053,18:27:42,4053,0
08.Oct.19,74.623,3384,11:55:15,0,3384,3384,11:55:15,3384,0
09.Oct.19,82.374,4147,18:26:31,0,4147,4147,18:26:31,4147,0
10.Oct.19,85.959,4193,18:32:05,0,4193,4193,18:32:05,4193,0
11.Oct.19,84.571,4213,18:27:51,0,4213,4213,18:27:51,4213,0
12.Oct.19,83.359,4025,18:24:58,0,4025,4025,18:24:58,4025,0
13.Oct.19,81.513,3800,18:28:38,0,3800,3800,18:28:38,3800,0
14.Oct.19,85.364,4236,18:25:20,0,4236,4236,18:25:20,4236,0
15.Oct.19,87.741,4305,18:00:27,0,4305,4305,18:00:27,4305,0
16.Oct.19,88.638,4317,18:27:07,0,4317,4317,18:27:07,4317,0
17.Oct.19,89,4312,11:55:08,0,4312,4312,11:55:08,4312,0
18.Oct.19,87.339,4334,11:00:00,0,4334,4334,11:00:00,4334,0
19.Oct.19,79.77,4006,18:26:17,0,4006,4006,18:26:17,4006,0
20.Oct.19,75.603,3660,18:23:22,0,3660,3660,18:23:22,3660,0
21.Oct.19,78.766,3958,18:21:43,0,3958,3958,18:21:43,3958,0
22.Oct.19,76.812,3891,18:37:29,0,3891,3891,18:37:29,3891,0
23.Oct.19,75.688,3923,18:30:29,0,3923,3923,18:30:29,3923,0
24.Oct.19,77.001,3954,18:29:17,0,3954,3954,18:29:17,3954,0
25.Oct.19,75.746,3911,12:45:58,0,3911,3911,12:45:58,3911,0
26.Oct.19,70.017,3480,11:23:00,0,3480,3480,11:23:00,3480,0
27.Oct.19,63.715,3067,18:25:06,0,3067,3067,18:25:06,3067,0
28.Oct.19,60.894,2905,18:30:00,0,2905,2905,18:30:00,2905,0
29.Oct.19,63.448,3153,10:59:33,0,3153,3153,10:59:33,3153,0
30.Oct.19,70.579,3513,18:11:50,0,3513,3513,18:11:50,3513,0
31.Oct.19,69.517,3547,18:17:33,0,3547,3547,18:17:33,3547,0
01.Nov.19,70.709,3513,18:11:15,0,3513,3513,18:11:15,3513,0
02.Nov.19,66.261,3259,11:00:00,0,3259,3259,11:00:00,3259,0
03.Nov.19,61.933,3116,11:30:00,5,3121,3121,11:30:00,3116,5
04.Nov.19,66.732,3559,11:24:35,1,3560,3560,11:24:35,3559,1
05.Nov.19,67.169,3516,10:56:44,21,3537,3537,10:56:44,3516,21
06.Nov.19,67.141,3600,18:10:46,0,3600,3600,18:10:46,3600,0
07.Nov.19,66.044,3437,10:15:58,0,3437,3437,10:15:58,3437,0
08.Nov.19,66.167,3478,18:10:46,0,3478,3478,18:10:46,3478,0
09.Nov.19,61.906,3188,18:03:31,0,3188,3188,18:03:31,3188,0
10.Nov.19,59.01,3128,11:35:52,0,3128,3128,11:35:52,3128,0
11.Nov.19,62.111,3235,11:00:00,0,3235,3235,11:00:00,3235,0
12.Nov.19,59.952,3253,10:36:40,0,3253,3253,10:36:40,3253,0
13.Nov.19,63.763,3348,10:41:35,0,3348,3348,10:41:35,3348,0
14.Nov.19,64.285,3480,10:49:44,0,3480,3480,10:49:44,3480,0
15.Nov.19,65.536,3631,10:46:00,0,3631,3631,10:46:00,3631,0
16.Nov.19,60.926,3273,10:55:27,0,3273,3273,10:55:27,3273,0
17.Nov.19,59.323,3253,11:35:31,0,3253,3253,11:35:31,3253,0
18.Nov.19,61.052,3355,10:51:30,0,3355,3355,10:51:30,3355,0
19.Nov.19,63.106,3410,9:29:28,0,3410,3410,9:29:28,3410,0
20.Nov.19,63.92,3440,10:15:32,0,3440,3440,10:15:32,3440,0
21.Nov.19,62.939,3403,10:39:24,0,3403,3403,10:39:24,3403,0
22.Nov.19,63.953,3546,11:01:26,0,3546,3546,11:01:26,3546,0
23.Nov.19,61.254,3373,11:30:09,0,3373,3373,11:30:09,3373,0
24.Nov.19,58.96,3329,11:00:00,0,3329,3329,11:00:00,3329,0
25.Nov.19,62.416,3405,10:34:37,0,3405,3405,10:34:37,3405,0
26.Nov.19,63.225,3416,10:15:49,0,3416,3416,10:15:49,3416,0
27.Nov.19,63.742,3499,10:15:44,0,3499,3499,10:15:44,3499,0
28.Nov.19,62.154,3442,10:21:27,0,3442,3442,10:21:27,3442,0
29.Nov.19,63.203,3572,10:55:37,0,3572,3572,10:55:37,3572,0
30.Nov.19,60.409,3405,10:38:47,0,3405,3405,10:38:47,3405,0
